"label","NDAI","SD","CORR","DF","CF","BF","AF","AN"
1,0.29060969,2.8288131,0.10879603,218.62573,209.71039,197.43794,183.60255,176.03583
1,-0.80390424,0.88645977,0.15122202,283.57623,280.13242,256.56772,222.26219,205.24309
1,0.86407298,2.2829998,0.14300492,244.23987,230.96561,223.53615,205.54893,193.5992
1,1.6516396,8.3284836,0.29624289,315.87326,254.7567,231.30035,202.86855,181.95531
1,-0.26664963,0.94925213,0.16714177,288.79248,278.02039,253.03239,219.23019,202.85892
0,-0.050582558,7.6123662,0.091285124,261.76953,259.86942,243.59688,226.59944,213.64307
1,-1.2521304,2.009784,0.17017077,285.75809,278.30939,253.34065,220.05141,202.87819
1,1.6272756,5.0101728,0.15586311,205.54652,191.13074,172.34639,157.11662,147.74854
1,2.2872961,4.9553485,0.090620317,254.73743,245.24652,228.13591,214.57265,210.04031
1,-0.32807851,1.0688047,0.12987302,248.9769,239.30055,226.32973,207.88252,195.07787
1,-0.42243016,1.4812293,0.16827533,277.14862,267.9202,246.6698,217.62149,201.9462
1,-0.83331686,1.5379399,0.17631553,290.98401,281.60626,257.10236,219.62756,201.5103
1,0.91455013,0.53592664,0.092670716,220.90393,210.03792,200.29895,191.32341,184.55382
1,-0.92565787,1.044827,0.15887748,286.84183,274.22498,252.06909,219.90451,202.77222
1,0.18135341,1.71594,0.099785887,218.69557,213.29146,200.73965,184.42618,176.87872
1,1.6494656,4.7331452,-0.018524304,234.34438,225.12801,222.40428,231.50023,243.90994
0,-0.024388675,4.7060957,0.10573702,262.15967,244.75523,235.01869,223.39647,213.1566
1,-0.86931258,5.7709088,0.18408795,267.48911,244.10019,238.28427,220.94969,203.14069
1,-0.46513391,4.6277671,0.1682044,258.13068,248.25684,233.17879,213.45522,199.65353
1,-1.0351056,4.6286769,0.14264967,271.12076,253.68262,237.60997,220.54269,207.30455
0,-0.654984,1.1233195,0.1361821,279.67245,266.91113,247.23573,228.40323,212.7496
0,-0.55967832,2.3748899,0.1038801,261.81528,256.65439,242.66487,227.93121,213.14215
1,0.76359272,2.8052375,0.12325522,228.20334,216.30177,199.35251,185.82777,179.43146
1,0.11662997,1.2823519,0.10568738,222.23329,216.71118,203.36224,185.66161,179.94684
1,1.352548,4.0324149,0.12683351,206.31476,192.82616,180.59706,167.27702,162.42441
1,1.7698747,4.2385073,0.073933586,190.70448,190.88028,189.00426,183.88672,183.60977
0,-0.690207,1.5204428,0.10089514,259.7514,248.69514,236.44437,223.35071,212.87001
1,1.9923028,5.788373,0.16075145,246.81189,237.85802,209.32747,190.26137,185.31723
1,2.7858131,6.9247041,0.25573552,223.08099,205.19492,182.1552,154.86972,138.54662
1,2.3735516,10.148193,0.23569211,191.90138,189.38477,179.84087,151.83292,129.50122
1,2.844872,7.409657,0.26287726,247.61383,224.93294,205.59709,165.14572,136.24191
1,2.5231094,2.8662231,0.22682491,276.70789,241.66306,215.99834,187.47743,172.47403
0,0.62419385,7.6444807,0.13238363,278.3985,252.5965,235.70262,218.76782,211.1722
0,-0.70418173,1.8581105,0.15552546,292.93951,276.00229,253.03963,228.28041,214.2957
1,1.259197,3.9748669,0.12889905,219.6974,204.79756,188.22398,177.18457,173.2254
1,0.26595005,0.96532667,0.085351542,219.4903,209.58757,199.74747,190.53831,184.76334
1,1.7972437,9.372323,0.27907509,247.58493,249.6777,223.40611,199.14058,185.8037
1,0.61639595,2.3295312,0.16966593,252.1871,233.30402,209.86932,190.48293,182.12871
1,2.5693271,5.1531496,0.097972609,217.1543,206.92163,189.20656,177.92871,174.17426
1,0.16676156,0.64682865,0.10090801,221.8889,213.48653,199.21765,186.3022,181.57481
1,0.5359351,1.5720108,0.095860496,219.61794,209.28413,199.22487,188.24567,181.87343
1,0.33249617,3.7796831,0.18166488,292.19775,280.4166,252.74823,218.39453,201.34413
1,-0.64170253,0.94905287,0.19138177,291.55234,281.24506,256.25946,219.91174,200.92509
1,1.1797377,1.0917273,0.09146788,221.29648,208.68207,197.17064,188.90552,182.96678
1,-0.91816407,3.6168897,0.13004933,277.47131,253.58148,240.13139,221.19533,207.16005
1,-1.1484412,2.8615532,0.12968999,267.28201,249.07805,234.16376,220.13329,206.56522
1,1.7264256,6.7215948,0.12352454,287.23917,275.04861,259.85977,237.48233,223.06172
1,-1.3393123,4.6222286,0.14017744,283.93024,268.57523,245.90157,219.28078,204.84813
1,0.35486016,1.2659535,0.094474383,217.43124,208.75673,198.57224,184.23833,179.15933
1,0.95917666,1.0057725,0.10000787,222.39464,209.72725,200.14964,190.60815,184.49843
1,0.11176515,5.3704953,0.1717179,264.22354,260.05005,240.29997,213.76106,198.98164
1,0.78978491,0.79273814,0.10677713,229.63144,213.20476,201.93655,190.88028,185.24016
1,-0.71210533,0.9251312,0.19235501,293.2598,278.38644,253.57907,218.74133,199.54758
1,0.31904653,8.8131113,0.14812683,275.55435,259.96094,238.66478,214.22827,197.73657
1,0.62126017,3.9184647,0.14241469,254.52551,242.25548,225.25806,204.40984,193.93153
1,0.26680264,0.50387645,0.08543127,216.11151,206.04985,197.60172,188.33958,183.01012
1,-0.46341562,1.1545897,0.19426155,291.47769,274.45618,249.94983,216.39569,199.11891
1,1.2728746,3.3558989,0.16161241,290.98401,280.04572,257.31909,220.338,202.81076
1,1.2057664,2.1758385,0.16106118,258.84592,250.27254,226.39233,198.29288,182.82228
1,1.6450102,5.7339888,0.15458523,264.00198,248.93115,230.12753,207.38402,188.69119
1,0.73438877,0.78307068,0.094799221,223.10748,213.90074,198.46146,188.18787,183.29189
0,-0.21648155,2.276546,0.15405288,289.04297,265.87558,245.51143,227.32915,213.16623
0,-0.75322676,4.6694679,0.12329304,275.38818,253.02036,239.51248,226.03592,214.49799
1,1.1880847,14.769291,0.014769443,135.88309,171.937,167.25536,159.02396,160.0571
1,0.046639156,0.82004291,0.097241268,226.85713,211.52863,199.99551,187.09451,182.22504
1,0.33580276,0.96561074,0.10075584,223.84682,213.01451,197.63542,183.7037,180.26231
0,-0.4016917,1.5592936,0.091701373,254.4942,252.09319,241.85089,224.3694,211.6418
1,1.0759323,0.58441198,0.082782805,225.80473,210.04514,199.12854,190.81526,185.61104
1,-0.31063625,3.2040629,0.20135576,301.20462,271.55905,242.38312,214.10304,195.58841
1,0.63458461,3.4075179,0.14125296,258.35461,239.24036,224.078,203.85594,191.85803
0,0.35254148,3.960988,0.13883598,279.81213,263.40231,238.71294,219.73593,211.40579
1,2.2449517,1.3856111,0.080431297,255.11552,243.43793,234.24564,218.6763,215.49982
1,-0.80417782,3.1573703,0.16841449,280.879,276.16605,255.17091,222.32962,203.53323
1,1.0334491,3.2056022,0.10055201,198.03279,199.97624,191.47754,180.35382,175.92746
1,0.12325533,3.3575957,0.11527648,219.36024,208.69652,197.84976,180.25027,176.06955
1,0.89115375,0.61320168,0.087646939,217.14948,207.23953,197.67877,189.46664,183.81931
1,1.0768845,4.4275312,0.14593618,224.73546,211.10718,194.65883,180.45016,170.93517
0,-0.50451857,4.9760051,0.13327572,285.40167,270.03946,255.26965,231.75792,213.81165
1,0.59563452,2.3546805,0.13334619,249.19606,237.2126,223.13879,204.14975,191.26079
1,2.0743935,2.3970356,0.075672895,256.50269,245.55237,236.84415,224.2803,219.38193
1,0.9748202,4.1377206,0.10040939,215.08801,214.68584,196.38554,179.52298,172.74617
1,0.38159266,0.44634649,0.088393733,219.95508,208.50145,200.4579,189.12227,183.03421
1,0.91482258,2.4044733,0.12396519,223.38684,207.94756,195.5836,182.41528,176.49821
1,3.3956828,40.253204,0.32314852,72.750816,70.535225,74.971222,79.997238,85.984146
1,0.99644727,0.43735045,0.081797756,216.49924,208.63391,200.31581,192.44083,185.82777
1,1.2375695,6.3311076,0.11197563,227.82283,213.67677,200.34712,185.12457,176.38263
1,-0.72961462,1.9366862,0.20994224,293.5849,268.30069,242.98758,214.19937,195.7594
1,0.96541059,4.757679,0.13889313,257.31909,248.38689,228.15999,207.12152,198.97923
0,-0.79604989,1.817596,0.10445503,263.72504,250.37851,234.89346,223.80106,213.67918
1,0.12339833,3.9269295,0.1411249,239.71477,224.84383,201.58977,183.21242,175.13997
1,-0.32466021,2.9857044,0.12472723,278.30457,258.4389,245.74744,220.60532,207.63448
1,-0.51908112,1.1581783,0.17149447,281.17761,276.07693,250.64822,218.20428,201.02142
1,-0.88047093,1.6238376,0.15891722,268.58728,267.82626,249.20328,222.20198,205.58746
1,2.6481795,4.7757716,0.22023343,249.68974,225.22192,207.23471,173.56738,161.0782
1,2.6540942,16.118231,0.22195096,190.46848,175.86485,158.82889,139.83984,129.85283
1,0.68688488,1.2019947,0.13437523,258.4317,244.0448,223.93593,203.18645,191.40529
1,1.0200003,0.7765041,0.079650737,217.13503,207.45868,199.56924,191.72559,185.2787
1,0.72722507,0.74388367,0.098232023,221.49155,212.37872,198.02315,187.01263,181.80118
1,0.71635699,5.9915385,0.14354891,257.36002,218.57275,203.73311,189.46182,182.26598
1,0.62567782,1.2267514,0.099832952,221.73959,213.11566,198.69746,183.93489,180.31529
1,2.141854,3.2476845,0.063090317,218.39214,205.58025,203.2635,196.91054,195.15974
1,1.7876352,5.3606691,0.31899413,209.93195,180.82584,151.28143,125.12543,108.20026
1,-0.45069095,3.6921606,0.18894339,285.50525,269.60596,243.44997,214.83032,197.96776
1,-0.83989477,3.2807193,0.12661304,282.76947,268.01892,238.26741,220.57642,208.12576
1,-0.65770823,1.0052848,0.12931329,251.84273,243.76064,229.43877,211.15775,197.37292
1,1.1514902,2.6145773,0.14423575,260.88812,241.61247,219.77448,203.408,191.27042
1,-1.0885112,0.98974401,0.19670503,300.92526,280.26971,251.20935,218.54385,199.72096
1,0.097231917,2.0280361,0.09513358,217.7708,206.99147,194.49025,180.86197,176.41151
1,0.36061919,2.3892324,0.12354405,224.94498,215.82253,199.48256,186.04211,179.76381
0,-0.78286582,3.2426586,0.11698456,265.1218,265.88281,252.72414,231.18475,212.64604
1,2.399092,16.213978,0.22182246,295.13101,248.7144,227.92398,204.65788,193.69794
1,0.84929329,0.51749426,0.084344432,215.61783,207.70914,199.07315,189.30769,183.72778
1,1.8535639,3.3268819,0.12074397,209.96326,197.21158,188.77788,174.3308,168.74124
1,2.1897941,5.061748,0.12125077,251.53687,246.44583,217.92252,199.80766,193.30298
1,-0.94771653,3.214828,0.14048468,280.7995,276.00708,249.68011,219.5529,204.3978
0,-0.76465261,1.9453248,0.12241108,272.36823,260.41608,238.61661,225.1545,212.91818
1,-0.65015078,0.60613006,0.12894011,257.74292,244.71429,227.47845,209.56349,197.68118
1,-0.36172426,3.4428425,0.20979807,297.35382,276.3587,245.69687,214.85922,197.24287
1,0.23807,2.0236559,0.12247729,218.66908,210.89043,199.79321,185.09567,178.22975
1,-0.79975772,1.2379559,0.161892,284.09641,271.37604,244.65891,217.91771,202.55307
1,2.5528805,8.1385384,0.22863235,173.98642,157.55493,140.45395,126.27176,117.66227
1,0.50626248,1.3351747,0.095581658,221.48672,214.88091,199.08278,185.63271,182.48994
1,-0.4765965,6.7981772,0.14942496,281.66647,268.11044,244.16522,220.72092,206.27141
1,0.99822265,3.5454073,0.14404391,251.97276,240.79126,221.99968,202.16534,191.62926
1,0.69277,1.8341478,0.097871743,219.99602,211.69479,201.30319,188.3179,182.44659
1,1.1379194,2.8234715,0.13983595,234.75137,220.45599,200.93472,185.07158,178.46335
1,1.7941083,5.6022816,0.16709276,226.31528,208.5159,187.85071,174.48734,166.07773
1,0.0077657322,1.7921704,0.12837453,226.79451,216.12357,198.77934,182.34785,176.69328
1,0.33871707,2.1434619,0.10883089,219.15796,207.25157,191.31377,179.19064,173.66371
0,-0.50715333,1.9787035,0.13038824,277.04263,264.87134,247.93895,229.36653,214.78458
1,1.3883718,2.6738045,0.13277353,250.32552,240.32887,219.77446,201.20445,193.12236
1,-0.32452753,1.4682822,0.14664957,280.32748,274.46823,254.90601,221.30371,205.2455
1,-0.92634016,1.206751,0.18474238,279.29675,271.39771,246.73001,216.95682,200.95399
1,2.1942048,3.6771941,0.19816878,289.94846,272.82339,244.90215,215.01576,195.0032
0,-0.32798684,2.1700943,0.16842721,297.64764,274.75482,260.4137,233.57133,211.76222
0,-0.65252662,1.2632167,0.15306365,292.06772,273.87338,251.22621,228.72833,214.08377
1,0.54590827,21.666819,0.24039914,300.64832,225.18822,199.74747,183.51826,177.33147
1,2.0266361,4.9818907,0.19731084,211.05179,214.72195,206.34607,181.5748,165.54791
1,1.3246816,0.38036478,0.10479328,227.90472,212.88687,201.63071,191.27283,185.27388
1,-0.71494234,2.635633,0.18241888,291.509,268.97983,244.25673,216.80269,200.52051
0,-0.83685887,2.0362065,0.14082146,284.47211,273.35562,253.27322,230.07697,215.07356
1,0.45881855,1.646063,0.11044219,229.95895,216.96162,200.8071,185.51712,180.28639
1,-0.90972668,1.8161428,0.12614587,270.59335,250.03412,237.41249,219.7552,206.04985
1,-0.55161637,1.4978949,0.12505443,255.64775,241.80032,226.59222,208.43883,196.51318
0,-1.0103806,3.5754745,0.12430362,273.11237,256.49063,243.20674,228.36951,214.61359
1,1.6613805,2.9636984,0.13214929,235.36789,219.23502,213.13011,195.50653,183.51826
1,0.68170512,0.50454229,0.088969506,224.86551,211.06142,200.16649,190.9718,186.13844
1,2.0779541,6.9449391,0.12990271,194.1796,179.76862,171.53482,157.8102,151.95816
0,-0.20617755,1.3134543,0.12590112,278.44424,262.52332,246.41211,229.36653,215.36496
1,3.2696438,23.399544,0.073250413,209.78505,193.85928,169.35776,150.53488,147.08626
1,1.2313987,0.39872012,0.090151295,220.23685,209.84283,198.54816,187.69176,182.15761
1,0.43713969,10.32661,0.1751425,288.33493,264.50049,244.69263,216.834,197.54391
1,-0.45229819,2.5091686,0.19337814,296.1521,281.68094,251.90051,218.49809,201.05756
1,0.88626003,7.8203645,-0.095166624,98.547989,153.6078,152.22546,150.70827,147.8569
1,2.5779641,1.7278606,0.13718389,289.41141,275.1907,265.89966,240.51672,222.12251
0,-0.45602337,1.5081601,0.091024041,253.51886,244.44458,235.12706,221.05084,210.56532
1,-0.35651812,2.3770709,0.19973046,291.71613,277.61823,253.07816,218.78708,199.71133
1,1.6531255,6.759727,0.077615991,275.27982,264.83282,253.04443,240.35536,231.87352
1,0.64105797,1.8295662,0.12749673,255.01439,244.07852,230.0023,211.15533,199.02739
1,2.1877999,14.450176,0.018854275,131.03769,171.7058,170.44629,166.3643,167.88872
1,0.17306869,0.95459229,0.11209264,222.556,210.37506,201.25984,183.95175,178.32367
1,0.88730443,1.5977538,0.1034339,221.66736,210.86876,200.92027,187.51355,178.29718
1,0.95109522,0.58278149,0.084240727,221.62881,214.86646,203.01787,190.64188,184.91264
1,0.30516124,1.1575056,0.097119272,221.83112,210.20889,199.16707,188.24084,181.41586
1,-0.091109298,1.3665495,0.19283788,300.36414,282.7478,251.79214,217.26025,199.73061
1,-0.64018053,2.5598843,0.13140644,268.90997,258.05118,239.71718,219.06644,205.7151
1,2.239917,20.485476,0.13009842,270.08038,197.76306,180.23824,176.9606,177.06656
1,0.12655415,1.8173898,0.14636901,258.61713,244.47348,224.1936,205.35387,192.73946
0,0.11051593,3.038795,0.16688874,298.68317,277.18713,259.24808,232.03487,212.10178
1,-0.89873433,1.9880567,0.15781397,280.95364,269.09061,243.67876,217.96828,202.15331
1,1.3281946,4.0316987,0.14713433,276.11789,269.50482,246.75409,222.30313,207.15283
1,1.6773492,7.2282972,0.27388951,316.55722,277.67844,231.55562,202.77704,194.57936
1,-0.52510238,1.4462519,0.16877972,283.62198,268.54153,246.48918,216.93755,201.43083
1,0.097047694,1.9324516,0.10827329,222.64268,203.3791,192.90321,180.23824,176.17551
0,-0.95621955,0.87754172,0.14002791,285.01636,269.93591,249.9691,229.28224,215.19397
1,2.2881446,5.2576475,0.14812475,256.41116,241.02005,229.44359,213.0988,197.25974
1,0.37261319,0.63399434,0.10251698,222.90038,213.28183,199.37178,186.85609,180.83307
1,0.43662244,3.640275,0.11411882,223.69991,208.66521,193.31743,181.09315,176.24294
1,0.25104108,0.79723376,0.095819823,224.19601,209.5972,199.84138,189.50999,183.70612
1,0.51390707,2.7416873,0.12533864,222.11528,212.75923,200.65056,187.98557,181.70004
1,1.2060592,5.563118,0.10457005,219.79614,197.40906,191.64371,179.88181,176.2598
1,2.3129206,8.5948601,0.12239792,178.05396,175.45786,167.43597,161.73323,158.18588
0,0.16041234,1.6540443,0.11597428,268.80402,263.89362,248.06177,224.96425,213.23366
1,0.66597342,0.79781115,0.095280416,219.91174,208.08,199.50423,190.58888,183.77835
1,1.6357951,8.5849314,0.30624059,239.64253,199.54517,164.95789,136.69467,120.36914
1,0.45425022,1.7985376,0.10578358,221.89131,211.18906,201.11295,187.08247,178.18158
1,0.92021871,0.71421957,0.092447124,222.52228,212.83148,201.47658,189.20415,183.35451
1,-0.43686512,5.0639825,0.13028771,265.88281,246.79021,231.1414,213.72975,201.44046
1,0.5074029,2.6278274,0.1161425,217.67929,213.94168,199.7908,183.7037,177.76736
1,1.0320668,1.6161391,0.12206679,251.84753,239.58954,225.05334,209.33952,198.1243
0,0.95306981,2.0702107,0.18635891,307.86823,280.06259,259.89349,233.27512,210.85913
1,3.2777224,23.459503,0.099736258,169.39629,177.134,186.04692,174.04179,159.08176
1,0.76044834,2.1635792,0.10391948,219.29523,212.67976,203.27313,188.65988,181.6615
0,-0.36529601,0.93266368,0.17462555,299.09259,279.72061,262.5498,232.16492,210.22093
1,2.9739425,14.948742,0.11731097,183.8217,164.02829,146.48421,133.89627,142.90794
1,-1.0677987,1.3920459,0.1615351,278.6658,268.88348,246.47714,218.77023,202.65181
1,0.76319337,1.4797159,0.12964655,224.56447,201.66684,188.23602,173.82506,166.87244
1,0.53955328,1.3630075,0.12779455,250.0558,239.92429,224.19843,203.15755,191.6172
1,-0.97160864,3.2880185,0.14329425,276.0047,257.50693,241.7377,221.55417,207.66579
1,-0.89350444,7.8746672,0.18346082,265.51193,242.5854,234.45757,219.38673,203.23943
1,2.9585195,9.9047346,0.1983279,254.0583,254.63147,231.97948,201.86673,166.80501
1,1.169566,0.92788798,0.10274797,230.58269,213.48412,202.55066,191.48235,185.53638
1,0.16102728,1.6161331,0.094769791,220.53065,210.84468,197.46445,187.11137,182.53088
1,1.3090262,2.9279232,0.14225486,282.37692,259.28662,242.83827,227.871,214.31737
0,-0.025496785,1.6651715,0.15788081,292.25314,273.95044,256.52676,229.99268,211.84169
1,1.2290515,2.5222774,0.11098894,207.78619,198.26398,191.13556,180.73433,178.0997
1,0.54452932,0.90796632,0.11074862,221.55898,213.66473,197.55113,184.9873,179.27734
1,2.7870173,41.173782,0.20678322,338.15921,193.64737,156.56273,146.27708,141.58342
1,0.53048366,0.70447958,0.089019947,218.07425,207.50443,197.67636,187.62192,182.55978
1,1.1946092,0.60434979,0.10233622,225.03648,213.68881,199.51144,188.73694,182.42252
0,-0.69022375,6.6925097,0.10768656,272.87155,260.79178,241.18622,224.44406,212.79776
0,-0.74834466,1.033133,0.14336988,283.26556,270.24176,249.20328,228.34543,212.58102
1,0.56073123,1.8424022,0.12297356,228.85117,215.43721,202.40857,184.15886,178.44408
1,1.392424,2.2137034,0.1436168,252.20396,243.67876,229.16664,208.3401,192.62144
1,0.94025934,6.102963,0.073067561,266.46561,265.35541,252.52907,234.7321,222.61139
1,-0.63360739,1.942618,0.1850028,267.58545,264.47159,245.20317,216.68468,199.06352
1,0.65805829,5.9491215,0.17999168,273.59402,259.92963,239.19218,213.45039,195.24644
1,0.9387843,0.57412118,0.079188608,219.69499,206.44481,197.8618,190.71893,186.09991
1,-0.82109725,1.8887603,0.18539558,285.23792,272.34897,247.255,216.29936,200.42659
1,0.72506434,6.8321605,0.17479959,275.48691,259.81161,235.7243,210.59662,196.44815
0,-0.81426239,0.92546058,0.12298947,275.40744,264.85931,248.58676,229.98544,214.97723
1,3.4020963,39.353222,0.27523208,231.42798,110.83006,95.328156,75.479362,65.147972
0,-0.37821105,1.1386303,0.16789576,297.57538,279.81213,260.81586,233.46295,211.01807
1,2.2513051,8.5292196,0.1393033,258.48709,240.11214,199.61501,189.23785,187.32089
0,-0.032394748,1.92498,0.17310917,297.88846,277.36777,261.75266,232.12157,211.88504
1,0.16650078,7.5261559,0.17131872,265.0592,245.96658,227.36285,211.02048,198.73117
1,2.4972656,5.081666,0.14088392,251.45018,218.32951,203.88965,196.96353,188.93683
1,0.51468337,3.3408115,0.12024087,216.06094,205.01189,187.71344,174.45361,169.65637
1,0.20027061,0.55907762,0.10851034,228.13591,212.59065,201.8017,191.01274,184.29854
0,-0.5561285,2.1175652,0.13981339,282.27094,266.13086,246.9323,227.04497,213.00488
1,0.33365378,1.5839033,0.11027884,226.64761,217.84546,199.98828,186.3022,180.19969
0,-0.89903843,2.2866526,0.12656873,276.88611,266.13086,249.16475,228.56458,214.7364
1,2.570478,11.733548,0.16801517,272.41641,248.73126,230.92947,208.64354,203.11661
1,1.3829951,3.8420377,0.068725027,203.97876,197.39941,192.62868,184.86929,183.84819
1,-0.94170928,2.923763,0.13968278,283.76166,272.29358,245.43918,219.03754,204.69641
1,-0.28052717,3.9668474,0.21020956,300.85541,275.48932,243.41385,213.37575,196.01468
1,2.5220406,12.624006,0.25066584,204.96855,183.5014,158.04861,137.19559,129.63849
1,1.5471096,9.0987883,0.27852416,207.4081,198.65652,174.61737,145.94716,130.78964
1,0.032549761,0.88924623,0.11434485,222.26941,216.79306,202.8228,185.71219,179.63617
1,-0.4497638,2.317518,0.17256621,300.43399,271.49164,241.10915,214.48354,197.49815
1,1.3129741,1.8478341,0.11488644,224.91127,214.69064,196.8696,189.59669,179.97333
1,0.54982656,2.6588767,0.096060738,220.81723,208.7206,198.9407,190.04944,182.45622
1,0.62432879,0.83388984,0.075131498,215.6082,206.38942,198.27843,191.30173,185.27147
1,1.9058708,35.419434,0.26946631,219.11702,226.37067,209.31303,194.36743,168.905
0,-0.73855877,1.2442636,0.17118952,298.44476,281.26672,261.0639,233.85309,210.93137
1,0.22298166,18.067553,0.18094389,313.87683,210.16795,197.39941,184.2865,178.45853
1,1.1597676,0.3860102,0.10235991,228.26596,212.81703,201.98473,191.12111,185.30037
1,1.1798773,0.79071099,0.099334471,229.66515,212.81221,202.18942,191.51366,185.85667
1,2.463552,7.427001,0.27505738,240.99115,221.95634,188.62616,152.12192,133.57117
0,-0.61572897,0.71763968,0.14535028,288.32288,271.84564,251.50316,230.05528,214.92426
1,2.7742972,35.008053,0.25504494,88.057655,61.781239,47.981968,48.661095,57.082745
1,0.24371737,1.7819908,0.13399751,259.85498,242.5565,223.44223,202.75296,190.25174
1,1.2675103,2.2520547,0.093959033,222.77756,213.70326,191.76411,178.62952,176.35614
1,-0.085659638,2.0217917,0.12473172,257.22757,241.78346,225.89624,209.35156,198.34105
1,2.0944762,8.3480358,0.040812295,256.38708,260.75323,248.49043,235.39438,231.27145
0,-0.63940817,2.0115688,0.16129814,294.61084,277.90961,257.53824,231.27386,212.94708
0,-0.52113891,1.9492681,0.13324846,282.5744,271.30859,250.80959,229.1835,215.42758
1,0.14085428,1.6859376,0.11432238,218.65945,212.0199,199.87029,183.55199,175.76852
0,-0.094921872,4.2520013,0.11227862,267.93704,247.59938,233.60986,220.29706,211.52139
1,0.42820534,4.1328764,0.1619975,287.46072,264.50049,242.76361,215.39868,200.48679
1,0.13363104,1.621654,0.10823061,226.33936,214.51004,202.04974,187.55208,181.35806
1,-0.38892147,9.8664808,0.14807108,268.32718,250.19066,236.4227,215.44443,200.52051
1,3.2281172,43.714645,0.2412573,74.624435,72.076508,97.165657,100.6552,99.460716
1,0.16767022,1.5697612,0.13366,248.95282,236.6852,223.99854,206.20157,194.02065
1,-0.51015025,2.1245346,0.15493745,280.41177,276.93185,251.61153,220.49934,204.52542
0,-0.81945932,1.9787314,0.15459169,290.8082,270.7258,251.0191,228.3093,213.67438
1,-0.24741067,1.6170366,0.19141071,293.51025,274.58383,247.53917,216.65097,199.64391
1,-0.43255925,2.5353398,0.14007105,275.90836,253.51886,235.92661,216.19339,202.39894
1,0.13374709,2.5469656,0.13575973,260.69305,247.05511,229.36893,210.40878,198.19173
1,1.097877,1.8246286,0.095791407,206.64951,199.10927,190.05426,182.51402,178.13823
1,0.80786479,0.7984969,0.094779268,224.02261,212.26553,201.29596,191.09462,185.76276
1,0.3144592,2.2681022,0.1034962,220.54269,213.62138,201.41156,184.40691,179.35199
1,1.5409207,3.3637671,0.14062075,282.47324,263.28671,237.05125,220.62457,212.05121
1,0.630274,1.7543145,0.12693502,226.05276,211.88263,197.0719,180.68857,172.46199
1,0.76702309,1.5574728,0.13771382,248.80351,233.8555,220.1935,205.13472,192.12535
1,-0.9289723,0.90755838,0.15513849,277.12213,270.70654,245.91843,217.17355,201.73909
1,0.28616473,0.35834929,0.092194147,221.52286,211.10959,200.72281,190.34566,184.39005
1,1.2829026,0.88734144,0.10016242,224.367,210.12943,200.10629,189.62799,183.41953
1,0.75046092,2.6361456,0.11571175,218.18021,208.57851,196.69861,183.29189,176.35371
1,1.7796828,4.7452445,0.081202149,244.78413,235.75079,225.51332,214.78458,205.14194
1,0.63763404,3.5969155,0.10198978,223.99612,214.34868,199.51146,186.38408,182.19855
1,1.3594288,8.0254021,0.30428961,235.68336,186.08305,158.74942,133.49651,117.03853
1,0.86131233,1.9181525,0.12320425,226.44051,212.51601,189.78694,175.65292,169.45409
1,-0.93209374,1.4692692,0.19625467,297.79453,281.74597,252.3027,218.09833,199.60779
0,-0.44301727,4.0507684,0.11241876,270.75952,264.4162,246.39044,226.34418,214.02356
0,-0.9908855,2.3679557,0.12785918,276.14917,259.88385,245.07314,228.54291,214.21623
1,0.68556613,1.8557787,0.10710308,228.45621,214.79179,201.98955,187.18121,180.45738
1,0.14275776,1.7291781,0.10727579,221.86723,210.93619,198.12671,184.16849,179.03651
1,-0.62205231,1.983896,0.15105855,264.72687,245.15019,231.54358,212.04158,198.85159
1,0.48950493,1.8958757,0.10219494,220.60532,209.12518,199.96179,187.27272,179.30864
1,1.387751,2.1918032,0.12832829,252.15097,242.52039,228.50436,209.92473,191.57626
1,2.255002,3.2534626,0.10555678,285.87851,264.79187,248.23276,236.85858,230.72478
0,-0.67038947,3.0512538,0.18179107,305.60931,287.76657,265.24704,236.03497,211.9043
1,-0.030304389,2.1772754,0.15495397,262.94476,248.49767,230.33223,210.65924,197.39941
1,0.11649805,1.1643438,0.094950847,222.22847,209.5081,198.81546,189.21378,183.44843
1,-1.3287601,0.68629545,0.17745702,295.4465,281.20892,252.99628,219.33376,201.27188
1,0.053306069,3.973376,0.19088811,284.49619,264.97733,238.27705,211.20351,195.18864
1,-0.87590998,3.0424664,0.14652383,282.89227,274.57419,251.58986,220.35486,204.16901
1,0.83841097,3.8517566,0.12262817,210.82782,204.71327,191.21503,176.48376,172.00201
1,-0.7164101,5.119822,0.17702933,287.61246,273.57718,254.33286,223.12193,205.97038
1,0.89099121,0.36264437,0.090987727,221.26999,208.13298,199.21524,190.3577,184.38765
1,2.269161,1.8624856,0.12908337,289.45477,275.79999,264.17776,240.2494,222.51506
1,0.22310552,0.7621634,0.10973776,222.01654,214.88091,202.31465,187.47743,180.45015
1,0.13692826,1.0350686,0.09935078,222.28386,210.0331,200.06053,187.7327,180.32011
1,-0.64697248,1.6159571,0.18195502,281.62314,275.22684,250.91072,218.48846,200.79504
1,1.1722832,2.3971348,0.14395912,254.89156,241.11638,222.5271,201.62831,190.29749
1,0.02214073,1.9910986,0.10467724,220.15738,208.64354,198.08818,187.70621,180.33215
1,0.80875319,0.60979253,0.091429926,222.15381,215.38663,204.20995,190.45644,184.2865
1,-0.76551062,1.269371,0.19113232,281.52197,255.71759,237.78094,212.03194,195.29219
