"label","NDAI","SD","CORR","DF","CF","BF","AF","AN"
0,-0.61611247,1.4863027,0.16858967,296.89386,277.00653,261.19394,231.79404,212.49432
1,1.4587289,5.116272,0.2023531,239.74849,220.49213,185.14383,169.40833,168.18013
0,-1.2071457,0.70762098,0.15741359,294.43503,278.7814,262.73282,234.85733,214.19696
0,0.073743507,1.7786733,0.14518823,292.92987,278.28049,263.02664,237.0079,217.8864
1,0.81124747,3.9799309,0.18745796,263.73224,219.22539,199.89677,188.49612,173.79857
1,0.40662184,1.6492074,0.074662544,220.09958,203.80295,194.87798,189.53648,187.45575
1,1.6313771,2.6707528,0.24786539,356.18979,294.61084,249.30443,214.17047,212.39799
0,-0.54471391,0.63878119,0.16429611,296.4411,282.55032,264.46436,235.30768,212.90614
1,1.1430377,3.1703734,0.21474391,263.59497,242.45537,219.97917,200.01236,174.9738
0,-0.035573643,1.5337372,0.16585776,292.68182,272.51996,258.74475,232.50688,209.86693
1,-1.0769839,0.98975289,0.12049845,265.19406,258.9278,247.27187,224.22491,211.08069
1,1.7157468,3.0779338,0.20027009,260.50037,227.92398,212.2222,193.84485,168.2018
1,1.4013582,4.0438643,0.270441,356.31259,313.64322,260.93866,219.31689,206.36533
0,-0.60018945,0.7672134,0.17108592,302.33167,287.48724,270.27066,238.86948,214.27402
1,0.26495838,3.1278918,0.23038092,253.35269,210.93619,198.40366,166.21017,152.24715
1,0.91035235,0.48262712,0.078381456,217.70096,203.14551,197.43794,189.84233,185.38948
1,-0.40561545,2.3704026,0.11372579,264.05014,258.21976,245.51143,222.85461,212.06084
0,-0.29816797,0.5431692,0.15779144,292.72034,277.18472,260.86401,232.63693,212.99283
0,-0.88483584,1.2936091,0.15854156,300.4725,283.93024,266.72089,239.29333,219.10257
1,1.1693659,3.6345942,0.15661985,220.94006,202.30502,191.67741,180.12746,170.17656
1,0.16338016,1.2265344,0.099410959,220.93283,206.49538,200.36397,189.6304,183.08719
1,-0.51611781,1.5054826,0.12494858,272.00458,263.1687,248.99617,226.27914,212.59306
0,-0.81384695,0.87231928,0.15128268,297.37308,281.95065,266.74738,239.72681,219.77206
0,-1.1590904,0.65638447,0.1721976,307.09039,290.40604,270.06113,239.61363,216.952
1,1.0958314,2.1781292,0.11375258,284.39502,277.15582,264.6546,241.01041,227.72169
1,0.72880304,7.4327998,0.26510707,248.78424,218.57275,185.81091,154.11594,140.11679
1,1.1871021,3.5243514,0.23553558,352.01144,299.1817,247.88356,220.87985,214.18973
1,0.4245514,2.5043833,0.075391464,217.15669,204.65788,198.02075,190.38901,186.97893
1,3.3760304,15.496535,0.1051372,205.26958,228.06125,231.47615,225.75415,266.41022
1,1.131135,6.4135823,0.2465111,360.3175,303.03006,247.15385,213.87907,206.48093
0,-0.89732909,1.5189976,0.16953893,298.40622,284.94891,268.04782,236.4227,212.86038
0,0.32092863,1.0744935,0.1596866,296.69156,277.36053,262.58591,237.52808,214.66176
1,0.88394642,4.8934913,0.16035233,303.79108,289.85693,279.44608,247.61383,221.18329
0,-0.68751383,0.85338539,0.14432041,294.00156,277.28589,261.26379,237.99529,219.13869
1,1.3979665,5.3970594,0.21115763,242.31569,224.18398,193.11996,174.68721,168.99411
1,2.3571415,3.2519193,0.23310716,359.88885,296.05338,260.99408,238.57086,214.88332
1,0.68572158,4.3744841,0.20134103,254.02942,241.13564,204.30386,181.79396,175.14478
1,-0.54427254,0.99321711,0.14689873,285.41132,268.85458,249.37907,222.15381,206.92404
0,-1.0639399,0.66297311,0.16495074,303.85852,285.86649,268.43796,239.75571,217.72745
0,-1.1687506,1.0183024,0.17901792,310.92191,293.38263,274.27075,242.18564,216.93513
1,1.2434686,5.8373051,0.25195512,328.91635,274.6633,231.85425,206.65672,196.13268
1,-0.83919841,1.2770274,0.1336605,275.24609,267.23386,252.84695,228.65849,213.35406
1,1.2700438,8.7239084,0.25817794,322.83792,273.79633,223.30737,209.01923,190.74542
1,1.351581,4.2165856,0.26076227,359.64801,290.33377,245.34285,215.86588,201.75352
0,0.71179491,2.387151,0.16649477,297.03113,275.31833,258.76163,233.80493,214.34868
1,-0.40761402,1.4200426,0.11433454,262.50644,258.47263,246.51808,222.92928,210.95546
1,2.2429311,10.252179,0.16274744,299.58145,291.53067,259.35645,237.8243,221.97321
0,-1.1473186,0.59307444,0.17131676,305.00482,288.86234,270.80527,240.21568,215.94295
1,1.2165871,3.7714133,0.16829915,230.18292,210.51715,208.29916,190.04462,168.06934
1,0.74898791,3.8414452,0.21911401,252.91199,222.15381,203.82944,178.82217,164.43048
0,-0.50089848,1.0151577,0.1750934,306.64246,287.76657,268.28143,238.19035,215.57448
1,2.3228972,10.281247,0.28989217,245.34526,241.54263,236.37453,207.86086,187.32571
0,-0.8955605,0.66668451,0.15504302,295.61026,276.57062,261.15543,235.83749,216.00314
1,0.39467892,7.9522295,0.19767544,264.29578,215.9333,196.18565,179.73491,165.92119
1,-0.84289861,3.5601499,0.13545886,286.69009,277.09802,258.91333,231.69771,215.34088
1,2.4329994,5.3834171,0.20476052,311.39151,301.24554,244.32657,192.91045,210.11017
1,0.63340592,1.3039892,0.086044058,218.34155,207.13838,199.55962,191.18854,185.58936
1,1.6433371,11.07325,0.25614563,265.05438,263.72504,216.81473,196.27235,186.66826
0,-0.6009801,1.3446671,0.16070627,302.72903,282.06866,265.10013,239.23795,218.54626
1,0.27067903,1.7150658,0.087849818,220.60532,204.69159,199.34769,188.27216,182.50198
0,-0.77744108,0.6889919,0.16513233,297.16599,283.23425,265.95746,236.15297,212.83389
0,0.99263173,1.0053397,0.14015456,283.3595,267.40723,258.64362,236.33118,212.28239
1,0.69076782,3.0915813,0.17430682,237.10904,203.6705,193.02603,174.01772,161.41776
1,0.28177255,4.391016,0.19933178,246.78781,235.78693,211.40099,193.19461,180.33696
1,2.371444,24.480387,0.22997794,357.36499,207.77898,186.6514,182.53088,182.8295
0,0.81818211,1.7723947,0.16547687,300.13776,281.86636,265.18683,237.95676,212.21255
0,-0.68975508,0.60583067,0.17305008,303.56711,287.95444,266.86539,237.57143,214.35831
1,1.0865651,2.8354549,0.25321618,347.55621,288.7034,244.93346,214.97,204.87462
0,-0.23057298,0.72813922,0.16588648,304.26791,286.19641,266.95929,238.14218,217.8286
1,0.91381437,2.5135579,0.21985514,264.66907,229.9734,223.20381,184.50082,166.03197
0,0.54514784,3.0928595,0.17284144,295.72104,283.36429,262.69189,234.1758,210.84227
1,1.6147039,6.1181035,0.23151244,240.76718,199.87509,178.36943,160.70251,147.6546
1,-0.96581775,1.4926664,0.12429274,285.8111,272.90527,254.86989,229.83131,216.4559
1,2.1258891,1.73399,0.12691396,285.50763,279.13541,270.91364,244.02795,221.41689
1,0.85940462,1.171338,0.10063336,225.26768,205.12508,199.04425,189.24268,183.4147
1,1.1143941,6.5839968,0.12775531,232.71881,228.35025,221.22905,199.97624,188.38774
1,1.8853884,6.4088244,0.23075876,360.24527,295.2153,245.04182,221.72755,215.95738
0,-0.68569046,1.0526264,0.16772367,302.80368,287.008,268.24048,237.87968,215.6082
1,0.99112046,3.1617806,0.24384679,351.05057,295.87515,251.12265,220.71609,210.84468
1,1.5829344,8.1308889,0.24646132,331.37036,265.99359,241.67509,204.02451,200.9877
1,1.0957781,2.8398089,0.25828961,347.40689,299.37436,250.39296,219.76242,205.00467
0,-0.59337807,0.44187459,0.16872589,299.48032,282.75262,265.56253,235.80136,213.10843
0,-0.75474811,0.90208387,0.16441226,305.0217,285.55582,266.97375,238.26982,218.04294
0,-1.2117864,1.1481389,0.16018069,295.39111,279.8627,262.95197,234.58762,213.85258
1,2.0993679,7.8018279,0.19937398,249.45856,244.89252,221.92021,205.60915,189.02112
1,-0.17104317,0.64538568,0.11040441,262.3475,257.82242,246.5542,222.04544,208.91808
0,-0.59625649,1.7308702,0.16779111,296.95404,284.84537,269.07135,235.95068,211.36485
1,1.8837986,12.888146,0.18791568,330.86462,292.71555,248.67346,232.38406,217.69856
0,-0.58137709,1.205022,0.16306522,295.41037,281.25708,262.54016,234.24323,213.21199
1,1.1371044,2.0466032,0.25701973,335.51978,293.66919,252.55075,217.82138,205.55856
1,0.22816969,2.9270339,0.17810169,253.27805,228.92099,208.39308,195.44632,178.46094
0,-0.056770183,0.71482801,0.16893137,305.70322,285.33185,265.47342,238.1759,217.60463
1,1.3606529,4.6861253,0.21866918,269.11951,239.94597,216.01759,187.35461,175.45786
1,2.1768808,7.889544,0.25215507,362.90155,331.28848,272.55127,223.26643,216.36197
0,-0.26532626,1.1677577,0.16713066,306.2258,287.47519,268.95093,238.94894,218.14648
0,-1.1445394,1.0893286,0.17025806,308.77856,288.67209,269.98889,240.8033,218.46919
1,3.2126076,16.828968,0.1724218,279.18118,276.21179,224.72342,212.10901,222.06953
1,1.2091403,4.7596393,0.26529828,340.82031,291.0105,246.09663,214.47873,198.89734
1,1.0624512,6.5995393,0.26173171,331.18011,274.73071,228.40564,205.77049,193.69312
1,-0.40535197,1.9797252,0.13476415,277.26901,269.00632,250.85294,223.78661,209.9464
1,1.7099822,4.7130642,0.25285566,341.62225,295.00336,252.26175,209.82117,210.57495
1,0.21017256,2.1585498,0.11547047,237.2415,214.79903,204.11121,194.03268,186.87537
0,-1.122113,0.9300999,0.14608361,294.22308,278.58875,263.79968,238.29631,219.65646
1,0.5772143,3.1636906,0.21156111,241.651,228.10701,186.96687,165.76706,165.15295
1,1.3949853,2.3015921,0.18769673,230.22145,200.58794,189.18488,172.291,158.54953
1,3.0972333,18.876083,0.20976231,241.34515,164.33656,211.95488,205.10582,199.09242
1,1.329752,15.972648,0.18968946,246.89377,234.91754,219.07126,210.79892,188.46722
1,0.85280991,3.7834184,0.20776941,248.64697,239.32224,213.96336,188.92961,176.48859
0,-0.89147449,0.81989467,0.17100592,302.46414,283.7424,266.07306,237.44379,213.89111
0,-0.57885003,1.3366148,0.1618416,295.05878,280.77542,261.94293,233.92534,212.0488
1,0.9342674,1.8480808,0.096378788,233.7375,210.85431,200.74448,190.7382,184.93431
1,0.4137502,5.3661418,0.18500745,236.89954,203.01305,180.35141,164.95306,156.19908
1,1.3104665,2.9905398,0.15751265,237.40767,212.95912,189.21378,175.00992,167.77795
1,2.5716007,24.203163,0.21018822,264.35599,212.93503,198.57706,176.34891,185.17996
1,0.56819057,3.4544365,0.16730137,258.03915,238.00732,217.81415,202.81557,188.98018
1,1.9435579,9.4419765,0.3391946,253.51645,238.73943,223.54819,185.01619,159.34908
0,-0.86558634,0.66996056,0.16775514,298.4881,280.04575,261.00851,232.63934,212.75441
1,2.9570122,10.470906,0.21719861,246.94193,242.42406,217.47218,183.57124,180.44534
1,1.8035889,4.3448644,0.17086175,248.96245,212.73756,189.9507,183.10405,172.88826
0,-0.59698391,0.57664055,0.17026979,300.92285,284.19516,265.87799,236.48291,213.37334
1,0.21096022,1.349261,0.096419305,225.26045,205.85478,199.33324,188.15656,182.69223
0,-0.95660949,0.5719682,0.16639449,305.99945,287.43182,268.87146,240.4541,218.70038
0,-0.90171093,0.7741521,0.15928084,300.89154,285.63287,268.16101,239.66179,218.04535
0,-0.79318035,1.4284619,0.15408699,298.75302,283.75201,270.02982,240.53117,219.25909
1,1.6043222,4.263145,0.23782091,346.74222,292.07495,250.92758,221.17847,212.82666
1,2.7103364,3.800823,0.28879577,339.90518,298.4231,253.49959,214.81589,185.50989
1,2.0981717,4.24298,0.18172006,250.79994,219.49751,212.73033,194.0351,172.56314
1,0.89980835,3.5576639,0.25902566,349.12396,301.67181,246.55179,215.1145,204.68678
0,-0.82888985,2.7068348,0.17070293,304.3522,280.70801,263.69852,237.04402,215.62265
1,1.3269582,3.9111526,0.2671091,330.32758,280.64539,236.56718,209.21188,193.08624
1,0.7630502,2.3084531,0.24685076,352.22339,302.77478,255.5442,223.4326,212.70384
1,1.0360696,4.3906779,0.19901691,259.867,224.9498,213.18068,188.25288,175.8817
1,2.2283821,9.1462364,0.26445562,364.08643,315.40366,267.18808,220.09958,209.25282
1,1.1119357,2.9221468,0.26593244,338.76849,285.1127,245.56201,213.27219,200.21948
1,1.8748589,8.0240936,0.24910009,346.08716,303.60324,251.5441,211.19868,210.35098
1,0.26197448,1.2396861,0.090217061,222.63547,205.78012,198.35548,187.80254,181.91678
1,2.403121,4.9010563,0.23386417,304.65082,287.23438,247.08884,216.94237,210.54123
1,1.5800551,4.8918729,0.17945112,267.86963,228.15999,219.31689,204.6651,180.5802
0,0.094815098,1.4319644,0.13928355,284.25293,269.07855,254.20039,232.35516,215.64914
0,-0.23958549,0.86797863,0.17380147,306.09576,285.56064,266.6077,238.53232,215.44925
1,2.7141371,26.73694,0.39660767,313.3446,258.69418,171.65523,142.33238,134.98
1,1.0354611,1.3498538,0.21003883,255.55865,233.49426,200.75652,178.08525,169.96945
1,1.7069632,8.0382824,0.18729259,262.10907,244.11224,216.40292,186.09509,174.07552
1,1.996449,5.6247702,0.15802035,244.09779,223.78419,206.37497,185.26184,170.29698
0,-0.64950114,0.50482398,0.16403939,298.5459,283.37393,264.52457,235.80377,214.57265
1,1.0675331,3.4373162,0.1550056,251.56818,217.3325,197.96776,185.72182,177.59637
1,1.085973,5.0881977,0.23114146,253.59111,234.06502,203.12141,179.45796,165.07108
1,1.5125271,2.4601803,0.052760534,271.98773,271.37604,269.63245,259.57562,244.35547
0,-0.44251919,1.0695195,0.15007144,293.05991,276.44299,261.70691,236.31674,216.25842
0,-0.87930077,0.81302822,0.16889238,303.41299,287.97128,270.38623,240.0423,215.18675
0,0.057410359,1.1452649,0.16106378,293.23572,272.12259,258.66769,233.27271,211.5527
0,-1.1725218,0.57254326,0.1711562,305.61169,288.55408,270.51147,240.26144,216.1958
0,-0.77071613,1.1209708,0.14482068,295.3959,282.00604,266.74979,238.93932,219.96713
1,3.164331,24.895094,0.25436452,296.62653,220.87985,191.69427,199.73541,187.8772
1,1.2842896,5.3370781,0.20978555,262.59555,220.95932,196.30367,180.30566,168.56062
1,-0.51988596,1.8452964,0.1254852,278.46832,268.80884,251.71268,229.86745,216.98331
1,3.1066129,22.814356,0.19124091,329.37872,195.95688,129.07736,134.01187,156.34839
0,0.070862584,0.6627959,0.16861357,298.49051,280.59482,262.82434,233.98314,212.47025
0,-0.34935281,1.018265,0.17334308,308.42456,290.03516,269.24231,239.11993,217.44087
0,0.17302014,1.2887764,0.17320539,305.24808,282.49493,266.28979,238.28909,215.34569
1,1.6479095,5.0043125,0.25907886,303.47559,284.10846,241.55228,208.48218,199.56685
1,0.78355885,2.7307684,0.23579806,236.75986,215.80807,197.98221,172.77025,153.25137
1,1.3875006,6.1001048,0.17564426,245.43196,206.30753,195.1188,173.86841,168.83517
1,1.3194947,4.0511022,0.27699,354.70148,312.65103,261.65634,224.72101,204.32796
0,0.3521491,1.834029,0.17590095,299.86563,279.19803,258.15234,230.1179,210.77002
1,1.22561,8.1265059,0.20793352,236.05664,215.97906,186.70679,166.20294,153.4344
0,-0.71576059,0.6536628,0.1773387,310.2211,290.95511,271.25803,239.90744,216.62688
1,3.3607047,20.723366,0.24890931,268.00931,254.48457,239.8376,220.18146,193.46193
1,1.715613,5.4297686,0.2750605,352.88083,292.4169,249.7933,219.14592,201.64516
1,1.4152325,3.7128856,0.19889821,259.5997,242.92978,213.26015,201.35617,179.4122
1,1.4460287,4.844511,0.20108233,259.9248,217.73709,181.09557,160.84459,152.01114
1,-0.4242155,1.2582307,0.12177548,262.62686,261.02057,249.1792,222.78719,209.43585
1,1.127453,3.8930273,0.26403812,355.68405,294.00153,247.11533,217.96587,205.13231
0,-0.61239821,0.73153216,0.15379782,295.02264,277.58932,260.31494,235.90733,216.82918
1,2.1959543,5.6764994,0.23935547,287.86292,299.94269,251.61874,223.64452,207.07095
1,1.3973089,2.5505593,0.22828007,260.06931,224.87996,201.70537,179.40738,163.17819
1,2.5648334,9.8888502,0.22223762,338.11584,289.18262,252.85901,215.4348,215.14099
1,0.29544368,3.568434,0.23837949,245.45604,219.72389,187.21011,166.63884,155.3008
1,1.2526306,5.2570434,0.28048918,338.88168,290.99365,250.45316,213.03859,192.99713
1,3.0010738,8.341197,0.23665187,314.79437,265.71423,246.93953,228.67535,205.84274
0,-1.0351946,0.71709937,0.17145726,304.43408,288.19043,269.5578,239.3439,215.28549
1,2.715801,28.303936,0.28338039,278.27567,179.2677,179.7951,191.68463,182.21059
1,1.303021,3.1387775,0.20320328,240.51672,223.52893,193.66663,178.62711,173.28079
1,1.3948153,2.8417883,0.097463362,274.53326,278.67545,269.72638,246.34227,229.16423
0,-0.52314359,0.46315727,0.18075274,303.40817,286.43481,268.58246,235.62074,210.59662
1,1.1894428,3.4873259,0.28072393,306.50278,292.13275,254.0583,213.0699,202.56271
1,1.6523002,3.917351,0.26462048,329.57379,283.6268,242.59023,214.87608,196.99242
1,2.4633722,16.071356,0.20949812,328.36246,284.71292,235.19931,209.61406,207.60077
1,-0.20061977,1.2001518,0.12583545,271.50848,265.04715,251.62598,224.9787,212.36668
1,2.2991564,7.977108,0.15420878,229.39783,211.04216,207.58391,205.51762,185.29315
1,1.071658,4.5556979,0.25473723,347.99451,299.09741,247.81131,221.84315,207.92346
1,0.12970002,2.7219281,0.11607988,255.19501,215.18434,205.74159,193.41136,185.97469
0,-0.46837464,2.786001,0.16158909,295.00095,276.1853,259.73456,232.04691,211.87059
1,1.1111927,2.8768368,0.25971481,335.63776,287.54019,242.2025,211.53343,200.01237
0,-0.51588088,1.0301104,0.16655321,296.86496,280.52496,266.11401,234.37328,212.21979
1,1.1938436,7.323524,0.26433983,344.97455,294.39407,241.9111,211.69479,202.31947
1,1.4232539,5.5758576,0.1667579,245.59813,195.89908,175.92024,161.43462,157.14552
1,3.2134507,33.822166,0.070562385,256.88318,192.21927,193.20906,221.9756,205.87405
0,-0.50644511,0.86887407,0.16511132,298.34842,281.95065,264.44028,235.53645,213.82368
1,3.8418972,26.318956,0.29940593,345.48511,285.40167,195.78348,226.19485,157.63199
1,0.30469561,1.0546397,0.072749585,216.16931,200.69872,197.53909,188.54669,184.6983
1,0.66704667,3.0351055,0.072376944,219.92378,205.62119,200.00273,190.46848,183.56883
1,3.8270564,21.821215,0.18426991,217.595,201.14906,188.73694,188.3709,217.31323
1,-0.44334128,0.86168575,0.1104012,260.37756,257.29742,245.16705,221.12068,209.81154
0,0.13987963,0.70926297,0.16864952,298.94809,278.57669,261.89233,235.54128,212.79054
1,1.132918,6.4987164,0.25712192,348.25699,296.43387,258.48468,217.86713,206.44481
1,1.3137596,3.2280302,0.26903358,352.06204,296.01242,249.60786,218.3801,201.20686
0,-0.93969065,1.115002,0.15454389,292.94672,275.38818,260.77731,234.72006,214.84959
0,-0.79753286,1.1615801,0.16221589,303.69714,285.78699,268.99908,240.48059,218.98456
0,-1.032106,1.412807,0.16073117,294.38446,277.11249,258.28479,232.14082,212.53285
1,0.77773088,4.1813011,0.065974787,267.76126,263.08203,261.495,240.82979,229.45563
1,1.0736955,2.5497961,0.16543882,233.38107,205.508,189.41125,174.44157,167.33723
1,1.770776,4.3719721,0.087830767,246.00031,231.17513,219.85635,209.3058,209.16853
0,-0.81192404,1.2819259,0.15964711,292.57825,276.18048,259.78754,232.6008,212.28241
1,1.6419783,7.69628,0.25785047,267.01709,262.60037,230.77295,195.51135,191.40047
0,-0.75030088,1.829482,0.1559066,298.80841,282.32874,267.46262,240.18919,218.24763
1,2.0173211,25.506987,0.29096371,368.3418,297.63559,235.79173,213.35648,188.46722
1,0.96713912,2.1910515,0.26161408,338.03397,292.98285,249.66325,209.87897,198.33864
1,0.054250706,1.7475663,0.094972275,241.48483,207.18654,198.78175,188.27457,183.1763
0,-1.0997944,0.94183147,0.16065398,294.87091,279.52072,262.67261,234.43829,212.96634
1,0.36034012,1.2091537,0.072009042,216.68468,205.80421,194.38669,187.21494,186.14325
1,1.1151673,2.2917714,0.25565016,351.63336,298.23764,252.6254,216.45108,207.57187
1,0.84815878,4.6741619,0.25769693,328.52139,291.47287,247.60661,212.91095,201.18037
0,0.064562336,0.78791475,0.16695814,299.01312,280.04816,262.64371,235.07167,213.11325
0,-0.1304059,1.7102381,0.17256027,305.26733,284.76108,266.98099,238.66237,215.63228
0,-0.79843718,1.7873466,0.15347062,301.38281,286.71176,269.53372,240.10251,220.03215
1,0.15071598,5.0095725,0.15548334,226.53442,203.27554,198.79861,186.90909,173.93103
1,2.5267768,11.585728,0.18415532,209.24319,271.30859,232.22511,204.20032,188.16618
0,-1.2371571,0.94419557,0.16817132,307.23007,287.65097,269.43979,240.24699,218.7919
1,2.6850309,6.7807527,0.28734627,272.83542,242.1447,224.90886,192.16388,173.79135
0,0.17400451,1.8795596,0.16292737,299.75967,282.21075,265.72388,239.90021,215.60818
1,0.14599663,1.1747867,0.069888271,219.35783,202.66626,198.97682,189.6593,184.12755
0,-0.077212647,0.87577969,0.1662789,303.5647,284.17346,265.37949,238.39746,217.20969
1,1.4447826,2.9598176,0.13717653,251.3129,234.50333,229.55919,204.39297,198.84196
1,0.4235051,1.2739751,0.091161273,220.8317,204.91075,196.73715,187.13065,184.35875
0,-0.39590883,0.80012441,0.14552487,292.82391,280.34677,264.75815,238.49379,218.50531
1,1.3848885,15.837849,0.21711284,330.46002,251.30568,219.64682,202.48323,199.35251
0,-0.90622646,0.85280192,0.15349703,298.99866,280.31546,264.6257,238.74666,219.07607
1,-1.1032389,2.5615835,0.13897137,281.84711,270.47052,255.39008,230.37799,215.76714
0,0.7167908,1.9446644,0.15901928,298.03778,277.83496,259.50577,234.59483,215.83215
0,-0.92996067,1.599631,0.13816892,291.59329,276.64047,262.63409,238.82854,220.31873
1,1.7941791,7.6112304,0.27002248,241.7666,272.12259,230.19978,200.20021,194.72385
1,0.67792797,0.85044581,0.095727921,221.3302,208.73505,198.83955,188.30345,183.81929
0,-0.79435885,0.97818971,0.16376591,303.13364,285.42096,266.54266,239.35112,218.10313
1,-0.83239108,1.6282454,0.13915084,278.77658,268.23328,249.998,223.03764,208.56166
1,0.42537495,1.8737741,0.093051448,227.54588,204.56638,194.68532,188.21916,185.22812
0,-0.52270854,0.81187564,0.16236351,302.34613,285.77737,268.43076,239.97968,217.87677
1,0.71831232,4.8082747,0.19708996,225.41699,200.03163,189.34383,170.11154,155.11055
1,0.18291594,3.119498,0.21370105,237.25354,210.01624,201.68369,178.61266,157.66812
0,-0.98649818,1.975253,0.15881592,304.40759,286.05432,269.10745,239.83278,219.76483
1,-0.61195451,1.36605,0.11399891,264.9436,263.3421,248.78424,221.24591,208.44365
0,-0.024680173,1.8147087,0.1644913,298.8638,282.76706,264.17056,233.71341,212.94948
1,1.734028,4.1292486,0.18512124,247.25259,223.49521,203.28758,188.90793,173.34822
1,1.968309,7.5422678,0.25233358,353.35767,295.86072,249.18642,217.64798,207.77415
0,-1.1827575,0.85940647,0.16317534,302.41837,285.29089,268.16342,239.94838,217.42401
1,0.055400886,2.0937304,0.095149532,225.05817,206.51945,200.25319,187.42685,181.50497
1,-0.47922298,2.4579175,0.14693789,304.79773,269.06653,252.74582,222.95576,206.5291
1,1.0955744,2.8166721,0.25890675,352.8688,293.45004,245.58609,211.57196,204.04619
1,1.4701109,3.2983327,0.18886314,351.83807,298.94327,259.00244,234.48888,241.31386
0,-1.1349148,0.65489519,0.16725808,304.77844,286.48297,268.22363,238.89355,217.22894
1,0.8844021,2.7076061,0.25233197,348.76273,297.20691,250.99742,218.17058,208.6604
1,0.11900253,1.2103173,0.099229783,254.41473,210.62071,201.26225,191.53291,185.21367
1,1.1322212,6.7069402,0.28222528,304.68936,293.97266,252.49054,217.42883,199.03462
0,-1.2516313,0.73305553,0.17009968,306.21136,288.99478,270.86066,241.04895,217.28192
1,1.0705367,4.2598605,0.2480557,349.05414,300.13293,254.22688,216.02483,210.31004
0,-0.83181596,1.8883618,0.15094188,299.7645,280.05054,264.98453,239.72441,220.14293
0,-0.49213788,1.6908635,0.16008355,290.26154,274.01547,259.5997,231.83498,211.466
0,-0.7634626,0.83718067,0.15243995,298.32675,283.37875,267.46262,239.12958,218.89786
0,-1.0386086,1.0342458,0.15363295,299.69705,285.68103,269.0304,240.0423,219.37952
1,0.78477758,2.0066371,0.096494213,224.61746,208.27266,201.04791,186.06137,181.00406
1,1.9480877,3.2569633,0.23346417,350.0921,301.74887,270.50906,241.78346,220.81483
1,2.207583,3.6593769,0.16282012,225.88179,199.16948,183.42435,168.35834,167.95375
0,-0.47328475,0.73068851,0.16286163,296.10876,279.76639,263.16391,234.61169,213.34926
1,-0.89840287,1.3288958,0.14116691,279.31604,268.75586,249.94983,223.38443,208.8699
1,0.66678417,2.7045867,0.249341,348.14621,299.62,254.06795,221.66975,210.1824
1,2.813942,15.010731,0.17069378,322.06006,280.50571,212.71588,208.90121,213.00247
0,-0.84557778,0.93010038,0.16088882,303.20587,286.15063,269.78418,240.14104,218.64018
1,2.2316756,2.6680343,0.26181,344.9938,294.26886,248.98172,214.14879,208.37863
1,0.16520786,3.6795502,0.23042116,237.87488,217.93457,199.68726,170.69434,155.55127
1,1.7057147,1.6387491,0.090587392,278.18896,273.92877,263.80933,246.31819,229.36171
0,-0.018172158,1.7924012,0.16985069,292.48676,278.83438,262.80508,232.59599,208.55684
0,0.53360754,0.88616216,0.17601395,303.65863,281.83746,262.11151,235.44736,213.90315
1,0.036269832,0.81727892,0.10058682,226.72226,211.20351,200.41214,189.51721,184.58752
1,1.150407,4.0717082,0.17356914,234.96089,207.69228,209.66463,188.17101,174.09238
1,0.40302673,3.8489358,0.19367191,257.63214,241.03931,199.33806,185.63753,177.78903
0,0.027394999,0.88775098,0.17280072,302.07159,288.99719,270.28751,239.38484,213.26256
1,0.33854437,2.1035025,0.095871806,224.46092,208.82175,196.69621,184.41414,180.91495
0,-1.0671264,0.61332756,0.15534879,293.845,275.81924,261.14819,235.50034,215.11209
0,-0.82680053,0.81757957,0.17278209,305.91275,286.57932,267.26755,238.01936,215.62746
1,1.5888553,3.3294582,0.15307099,252.02815,209.59239,198.74564,180.89326,172.96773
1,1.1769661,3.077991,0.19783761,267.26514,226.64761,210.17519,191.42455,171.88161
1,1.4759324,19.95014,0.27471974,237.39322,226.08408,207.98608,180.69339,181.26173
1,3.0674953,26.348469,0.32509753,306.44016,196.56857,133.70122,144.03983,145.34509
1,1.396403,2.4365077,0.16460992,255.56587,224.69693,215.27585,195.41261,183.67722
0,-0.97494167,0.91690505,0.16868423,298.31232,280.2673,264.53662,235.73154,212.25832
1,0.049095608,0.98395413,0.077626243,217.3325,204.47968,198.43738,190.31676,185.87595
1,1.0026854,4.2027922,0.25739172,350.22696,295.95703,248.81555,216.35957,206.4472
0,-0.89388937,1.1519065,0.15511858,298.48331,283.63162,267.21698,239.70273,218.3223
0,-0.94287074,1.2841394,0.16846497,304.46539,285.21866,266.61734,237.68462,215.83215
1,1.4235761,5.4030805,0.20080581,244.77692,220.06827,207.25157,176.70291,163.42383
1,1.5010576,4.7799387,0.12742452,246.71556,209.91269,201.27188,186.28534,182.28525
0,-0.76168394,1.0282062,0.17616157,301.41895,284.97543,266.74496,235.77487,211.21796
1,1.8604439,4.2696886,0.26908329,335.75095,289.36084,246.18816,215.94295,193.22592
1,2.7265286,15.692588,0.23308878,315.80823,292.03159,250.05098,213.06508,203.00101
1,2.1370358,4.3305907,0.1815749,264.70517,230.66217,220.49454,198.13153,176.2887
1,1.1315693,4.4281697,0.22395004,236.00125,226.1756,194.61066,172.88103,164.63759
1,3.0077817,15.078029,0.2544027,296.00519,214.11026,189.10782,190.32156,187.26068
0,-1.0147258,2.1735916,0.16987444,307.07593,289.78229,271.40735,241.28976,218.05739
0,-0.67343581,1.101009,0.17444812,308.69186,289.38974,268.3248,238.71776,217.03387
1,1.0106965,3.1008773,0.24720834,353.44196,297.41885,251.37793,220.58124,210.07162
